Date,Interval,Queue,Total Input,Total Output,AHT (s),Avg. Latency (s),Employee Count Login
28-Feb,5,Bravo,67,55,"3,95","923,42",2
28-Feb,5,Charly,14,14,"27,02","735,93",2
28-Feb,5,Delta,0,0,0,0,0
28-Feb,6,Alpha,40,28,"39,8","400,96",5
28-Feb,6,Bravo,83,117,"2,88","378,87",2
28-Feb,6,Charly,25,23,"28,89","525,61",1
28-Feb,6,Delta,0,0,0,0,0
28-Feb,7,Alpha,76,68,"33,94","805,35",5
28-Feb,7,Bravo,92,86,"2,77","168,02",2
28-Feb,7,Charly,32,29,"52,34","797,55",2
28-Feb,7,Delta,0,0,0,0,0
28-Feb,8,Alpha,77,78,"40,42","859,96",8
28-Feb,8,Bravo,92,98,"3,07","100,33",4
28-Feb,8,Charly,35,0,0,0,0
28-Feb,8,Delta,0,0,0,0,0
28-Feb,9,Alpha,115,113,"39,81","418,14",8
28-Feb,9,Bravo,124,119,"2,94","542,66",4
28-Feb,9,Charly,32,43,"43,24","3521,42",2
28-Feb,9,Delta,4,0,0,0,0
28-Feb,10,Alpha,107,99,"45,49","558,56",11
28-Feb,10,Bravo,138,142,"2,49","97,28",3
28-Feb,10,Charly,39,22,"39,5","4734,73",3
28-Feb,10,Delta,1,5,"65,51","933,4",3
28-Feb,11,Alpha,139,111,"37,96","698,43",12
28-Feb,11,Bravo,138,138,"3,25","114,37",4
28-Feb,11,Charly,49,70,"44,56","3042,91",5
28-Feb,11,Delta,0,0,0,0,0
28-Feb,12,Alpha,102,114,"37,81","883,66",15
28-Feb,12,Bravo,130,125,"3,04","157,44",5
28-Feb,12,Charly,52,7,"65,27","4892,57",3
28-Feb,12,Delta,0,0,0,0,0
28-Feb,13,Alpha,106,105,"37,9","706,26",16
28-Feb,13,Bravo,164,170,3,"108,46",5
28-Feb,13,Charly,38,72,"40,87","4339,29",6
28-Feb,13,Delta,0,0,0,0,0
28-Feb,14,Alpha,118,116,"43,99","742,82",13
28-Feb,14,Bravo,149,139,"2,61","110,06",6
28-Feb,14,Charly,52,60,"49,45","1984,57",6
28-Feb,14,Delta,0,0,0,0,0
28-Feb,15,Alpha,163,156,"44,05","324,85",18
28-Feb,15,Bravo,154,156,"2,91","114,58",3
28-Feb,15,Charly,41,73,"44,61","692,95",3
28-Feb,15,Delta,6,0,0,0,0
28-Feb,16,Alpha,104,95,"36,15","199,4",14
28-Feb,16,Bravo,108,102,"2,71","385,5",3
28-Feb,16,Charly,52,41,"66,03","200,61",1
28-Feb,16,Delta,0,6,"27,06",3737,2
28-Feb,17,Alpha,119,113,"41,33","221,45",15
28-Feb,17,Bravo,137,152,"2,77","319,53",3
28-Feb,17,Charly,30,37,"94,63","821,65",1
28-Feb,17,Delta,0,0,0,0,0
28-Feb,18,Alpha,117,94,"34,94","234,78",15
28-Feb,18,Bravo,151,119,"2,38","1878,82",2
28-Feb,18,Charly,38,0,0,0,0
28-Feb,18,Delta,0,0,0,0,0
28-Feb,19,Alpha,134,123,"35,07","559,25",6
28-Feb,19,Bravo,152,167,"2,12","760,78",3
28-Feb,19,Charly,46,59,"55,34","2972,1",1
28-Feb,19,Delta,0,0,0,0,0
28-Feb,20,Alpha,104,75,"35,99","403,25",4
28-Feb,20,Bravo,158,162,"2,69","1109,31",2
28-Feb,20,Charly,45,34,"45,39","2583,44",1
28-Feb,20,Delta,0,0,0,0,0
28-Feb,21,Alpha,95,115,"41,94","518,15",8
28-Feb,21,Bravo,197,45,"1,95","2695,04",1
28-Feb,21,Charly,43,46,"41,01","3064,74",3
28-Feb,21,Delta,0,0,0,0,0
28-Feb,22,Alpha,60,56,"33,1","147,35",6
28-Feb,22,Bravo,193,353,"2,45","1587,36",3
28-Feb,22,Charly,38,73,"46,25","1568,82",4
28-Feb,22,Delta,0,0,0,0,0
28-Feb,23,Alpha,34,35,"34,65","153,68",5
28-Feb,23,Bravo,110,113,"1,96","173,56",1
28-Feb,23,Charly,25,27,"63,98","118,81",3
28-Feb,23,Delta,0,0,0,0,0
